Name	Timepoint	start	end	Strand	Frequency	Total_Reads
1542	JUNC_1542	72hpi	15527	15611	+	1	432
1543	JUNC_1543	72hpi	15528	21454	+	1	34
1544	JUNC_1544	72hpi	15533	20431	-	1	63
1545	JUNC_1545	72hpi	15534	21762	+	1	6
1546	JUNC_1546	72hpi	15537	15591	+	1	33
1547	JUNC_1547	72hpi	15540	15628	-	1	105
1548	JUNC_1548	72hpi	15541	15608	+	1	1
1549	JUNC_1549	72hpi	15543	15595	+	2	111
1550	JUNC_1550	72hpi	15546	16273	+	1	5
1551	JUNC_1551	72hpi	15547	16231	+	1	35
1552	JUNC_1552	72hpi	15548	15616	+	1	7
1553	JUNC_1553	72hpi	15550	16111	+	1	19
1554	JUNC_1554	72hpi	15554	15677	+	1	44
1555	JUNC_1555	72hpi	15561	15664	+	2	259
1556	JUNC_1556	72hpi	15570	16504	+	1	810
1557	JUNC_1557	72hpi	15575	15648	+	1	1
1558	JUNC_1558	72hpi	15581	15743	+	1	65
1559	JUNC_1559	72hpi	15587	15670	+	1	472
1560	JUNC_1560	72hpi	15587	15711	+	1	314
1561	JUNC_1561	72hpi	15589	15668	+	1	44
1562	JUNC_1562	72hpi	15590	15674	+	1	642
1563	JUNC_1563	72hpi	15592	22069	+	1	13
1564	JUNC_1564	24hpi	15593	15714	+	1	14
1565	JUNC_1565	72hpi	15597	15833	+	1	136
1566	JUNC_1566	72hpi	15597	15866	+	1	57
1567	JUNC_1567	72hpi	15603	15879	+	1	198
1568	JUNC_1568	72hpi	15603	16393	+	1	10
1569	JUNC_1569	72hpi	15604	16217	-	1	117
1570	JUNC_1570	24hpi	15604	21050	-	1	2
1571	JUNC_1571	72hpi	15621	16364	-	1	2
1572	JUNC_1572	72hpi	15621	16515	-	1	29
1573	JUNC_1573	72hpi	15624	15761	+	1	233
1574	JUNC_1574	72hpi	15625	16087	+	1	65
1575	JUNC_1575	72hpi	15629	15897	+	1	95
1576	JUNC_1576	72hpi	15630	15846	+	1	33
1577	JUNC_1577	72hpi	15630	16407	+	1	40
1578	JUNC_1578	72hpi	15631	15687	+	1	628
1579	JUNC_1579	72hpi	15631	15898	+	1	217
1580	JUNC_1580	72hpi	15633	15688	+	2	902
1581	JUNC_1581	72hpi	15647	16197	+	1	322
1582	JUNC_1582	72hpi	15649	16232	+	1	53
1583	JUNC_1583	72hpi	15650	16048	+	1	112
1584	JUNC_1584	72hpi	15650	16863	+	1	1
1585	JUNC_1585	72hpi	15653	15897	+	1	1722
1586	JUNC_1586	72hpi	15653	24689	+	1	1961
1587	JUNC_1587	72hpi	15655	16424	+	2	923
1588	JUNC_1588	72hpi	15656	20757	+	1	25
1589	JUNC_1589	72hpi	15657	20832	+	1	386
1590	JUNC_1590	72hpi	15660	15767	+	1	83
1591	JUNC_1591	72hpi	15661	15759	+	1	2
1592	JUNC_1592	72hpi	15662	15930	+	1	1279
1593	JUNC_1593	72hpi	15662	16461	+	1	500
1594	JUNC_1594	72hpi	15662	22492	+	1	10564
1595	JUNC_1595	72hpi	15666	16069	+	2	153
1596	JUNC_1596	72hpi	15667	15928	+	1	29
1597	JUNC_1597	72hpi	15669	16186	+	1	26
1598	JUNC_1598	72hpi	15669	16369	+	1	4
1599	JUNC_1599	72hpi	15670	20899	+	1	170
1600	JUNC_1600	72hpi	15672	23131	+	2	124
1601	JUNC_1601	72hpi	15673	15918	+	1	7
1602	JUNC_1602	72hpi	15677	15761	+	1	8
1603	JUNC_1603	72hpi	15678	19690	+	1	63
1604	JUNC_1604	72hpi	15693	15778		1	1
1605	JUNC_1605	72hpi	15696	16042	+	1	28
1606	JUNC_1606	24hpi	15698	16377	+	1	3
1607	JUNC_1607	72hpi	15709	16090	+	1	65
1608	JUNC_1608	72hpi	15713	16167	+	1	189
1609	JUNC_1609	72hpi	15714	15797	+	1	40
1610	JUNC_1610	72hpi	15714	16080	+	2	1651
1611	JUNC_1611	72hpi	15718	16413	+	1	513
1612	JUNC_1612	72hpi	15718	20838	+	1	29
1613	JUNC_1613	72hpi	15719	21801	+	1	140
1614	JUNC_1614	72hpi	15720	19947	+	1	33
1615	JUNC_1615	72hpi	15720	21804	+	1	25
1616	JUNC_1616	72hpi	15722	16413	+	1	213
1617	JUNC_1617	72hpi	15723	15833	+	1	186
1618	JUNC_1618	72hpi	15724	16135	+	1	60
1619	JUNC_1619	72hpi	15728	15864	+	1	494
1620	JUNC_1620	72hpi	15731	15837	-	1	21
1621	JUNC_1621	72hpi	15732	15797	-	1	1
1622	JUNC_1622	72hpi	15734	16445	+	1	1
1623	JUNC_1623	72hpi	15744	15930	+	1	65
1624	JUNC_1624	72hpi	15747	15920	+	1	2
1625	JUNC_1625	72hpi	15747	16334	+	1	16
1626	JUNC_1626	72hpi	15747	16734	+	1	1
1627	JUNC_1627	72hpi	15759	15838	+	1	2
1628	JUNC_1628	72hpi	15759	16150	+	1	129
1629	JUNC_1629	72hpi	15760	16231	+	1	35
1630	JUNC_1630	72hpi	15761	15855	+	1	56
1631	JUNC_1631	72hpi	15762	15857	+,-	2	722
1632	JUNC_1632	72hpi	15765	15842	+	1	233
1633	JUNC_1633	72hpi	15770	15866	+	1	26
1634	JUNC_1634	72hpi	15771	16167	+	1	52
1635	JUNC_1635	72hpi	15774	15891	+	1	9271
1636	JUNC_1636	72hpi	15774	16143	+	1	75
1637	JUNC_1637	72hpi	15774	16160	+	1	59
1638	JUNC_1638	72hpi	15774	16170	+	1	305
1639	JUNC_1639	72hpi	15774	16171	+	1	88
1640	JUNC_1640	72hpi	15775	16179	+	1	20
1641	JUNC_1641	72hpi	15777	16173	+	1	160
1642	JUNC_1642	72hpi	15779	16182	+	1	146
1643	JUNC_1643	72hpi	15780	16340	+	1	73
1644	JUNC_1644	72hpi	15782	15833	+	1	72
1645	JUNC_1645	72hpi	15782	16167	+	1	64
1646	JUNC_1646	72hpi	15782	21522	+	2	54
1647	JUNC_1647	72hpi	15784	16151	+	2	77
1648	JUNC_1648	72hpi	15785	15889	+	1	11
1649	JUNC_1649	72hpi	15792	22063	+	1	16
1650	JUNC_1650	72hpi	15795	16026	+	1	1405
1651	JUNC_1651	72hpi	15795	21379	+	1	1144
1652	JUNC_1652	72hpi	15796	16492	+	1	77
1653	JUNC_1653	72hpi	15797	16372	+	1	23
1654	JUNC_1654	72hpi	15806	15926	+	1	200
1655	JUNC_1655	72hpi	15806	16140	+	1	5
1656	JUNC_1656	24hpi,72hpi	15806	16167	+	2	234
1657	JUNC_1657	72hpi	15809	16160	+	1	12
1658	JUNC_1658	72hpi	15813	16195	+	1	270
1659	JUNC_1659	72hpi	15815	16166	+	1	50
1660	JUNC_1660	72hpi	15816	16290	+	1	18
1661	JUNC_1661	72hpi	15816	16585	+	1	14
1662	JUNC_1662	72hpi	15824	16073	+	1	379
1663	JUNC_1663	72hpi	15825	16149	+	1	25
1664	JUNC_1664	72hpi	15830	16138	+,-	3	932
1665	JUNC_1665	72hpi	15831	16126	+	1	1
1666	JUNC_1666	72hpi	15832	20910	+	1	90
1667	JUNC_1667	72hpi	15833	16122	+	1	64
1668	JUNC_1668	72hpi	15833	16361	+	1	6
1669	JUNC_1669	72hpi	15837	16667	+	1	10
1670	JUNC_1670	72hpi	15838	16023	+	1	76
1671	JUNC_1671	24hpi	15840	16472	+	1	6
1672	JUNC_1672	72hpi	15841	16079	+	1	25
1673	JUNC_1673	72hpi	15849	15958	+	1	120
1674	JUNC_1674	72hpi	15849	16053	+	1	120
1675	JUNC_1675	72hpi	15852	16058	+	2	225
1676	JUNC_1676	72hpi	15856	16144	+	1	38
1677	JUNC_1677	72hpi	15857	15923	+	1	389
1678	JUNC_1678	72hpi	15864	16089	+	1	105
1679	JUNC_1679	72hpi	15864	16145	+	1	52
1680	JUNC_1680	72hpi	15867	16033	+	1	38
1681	JUNC_1681	72hpi	15877	16144	+	1	28
1682	JUNC_1682	72hpi	15879	16038	+	1	99
1683	JUNC_1683	72hpi	15879	20707	+	1	6
1684	JUNC_1684	24hpi,72hpi	15882	16208	+,-	4	4519
1685	JUNC_1685	72hpi	15889	16158	+	2	32
1686	JUNC_1686	72hpi	15889	16472	+	1	13
1687	JUNC_1687	72hpi	15890	16033	+	1	6374
1688	JUNC_1688	72hpi	15890	16053	+	1	11458
1689	JUNC_1689	72hpi	15890	16159	+	2	4264
1690	JUNC_1690	72hpi	15893	16146	+	1	450
1691	JUNC_1691	72hpi	15893	21426	+	1	314
1692	JUNC_1692	72hpi	15897	16024	+	1	77
1693	JUNC_1693	72hpi	15897	16081	+	1	49
1694	JUNC_1694	72hpi	15897	16152		1	1
1695	JUNC_1695	72hpi	15898	16171	+	1	7
1696	JUNC_1696	72hpi	15903	15977	+	1	248
1697	JUNC_1697	72hpi	15903	16171	+	1	114
1698	JUNC_1698	72hpi	15905	16047	+	1	155
1699	JUNC_1699	72hpi	15906	16089	+	1	107
1700	JUNC_1700	72hpi	15906	16144	+	1	1
1701	JUNC_1701	72hpi	15910	15983	+	2	14887
1702	JUNC_1702	72hpi	15910	16068	+	2	198
1703	JUNC_1703	72hpi	15912	16040	+	1	24
1704	JUNC_1704	72hpi	15912	16058	+	1	298
1705	JUNC_1705	72hpi	15914	16227	+	1	49
1706	JUNC_1706	72hpi	15915	16219	+	2	31
1707	JUNC_1707	72hpi	15918	16020	+	1	14
1708	JUNC_1708	72hpi	15920	16225	+	1	60
1709	JUNC_1709	12hpi	15921	16156	-	1	1
1710	JUNC_1710	72hpi	15922	16044	+	1	137
1711	JUNC_1711	72hpi	15923	16036	+	1	434
1712	JUNC_1712	72hpi	15923	16047	+	1	142
1713	JUNC_1713	72hpi	15925	16029	+	1	448
1714	JUNC_1714	72hpi	15925	16040	+	1	75
1715	JUNC_1715	72hpi	15925	16123	+	1	4
1716	JUNC_1716	24hpi,72hpi	15925	16167	+	2	186
1717	JUNC_1717	72hpi	15925	16178	+	1	23
1718	JUNC_1718	72hpi	15926	16065	+	1	106
1719	JUNC_1719	72hpi	15927	16040	+	1	337
1720	JUNC_1720	72hpi	15928	16026	+	1	2461
1721	JUNC_1721	72hpi	15928	16033	+	1	7
1722	JUNC_1722	72hpi	15928	16053	+	1	32
1723	JUNC_1723	72hpi	15928	16150	+	1	21
1724	JUNC_1724	72hpi	15929	16072	+	1	381
1725	JUNC_1725	72hpi	15929	16108	+	1	230
1726	JUNC_1726	72hpi	15930	16040	+	1	52
1727	JUNC_1727	72hpi	15932	16051	+	1	182
1728	JUNC_1728	72hpi	15932	16071	+	1	174
1729	JUNC_1729	72hpi	15932	16092	+	1	5
1730	JUNC_1730	72hpi	15933	16020	+	1	618
1731	JUNC_1731	72hpi	15933	16036	+	1	1
1732	JUNC_1732	72hpi	15933	16108	+	1	15
1733	JUNC_1733	72hpi	15934	16040	+	1	15
1734	JUNC_1734	72hpi	15948	16014	+	1	79
1735	JUNC_1735	72hpi	15949	16481	+	1	38
1736	JUNC_1736	72hpi	15949	16498	+	1	17
1737	JUNC_1737	72hpi	15950	16010	+	1	1368
1738	JUNC_1738	72hpi	15950	21007	+	1	129
1739	JUNC_1739	72hpi	15951	21116	+	1	15
1740	JUNC_1740	72hpi	15952	16021	+	1	252
1741	JUNC_1741	72hpi	15953	16014	+	1	8
1742	JUNC_1742	72hpi	15954	16023	+	1	1
1743	JUNC_1743	72hpi	15955	16007	+	1	15
1744	JUNC_1744	72hpi	15955	16015	+	1	163
1745	JUNC_1745	72hpi	15955	16176	+	1	533
1746	JUNC_1746	72hpi	15958	18819	+	1	285
1747	JUNC_1747	72hpi	15993	16053	+	1	440
1748	JUNC_1748	72hpi	16019	16114	+	1	227
1749	JUNC_1749	72hpi	16025	16102	+	1	210
1750	JUNC_1750	72hpi	16025	16287	+	1	3732
1751	JUNC_1751	72hpi	16025	16297	+	1	1782
1752	JUNC_1752	72hpi	16025	18717	+	1	106
1753	JUNC_1753	24hpi,72hpi	16025	20419	+	2	263
1754	JUNC_1754	72hpi	16042	16102	+	1	3
1755	JUNC_1755	72hpi	16045	16144	+	1	97
1756	JUNC_1756	72hpi	16050	16169	+	1	446
1757	JUNC_1757	72hpi	16056	16111	+	1	19
1758	JUNC_1758	72hpi	16064	16179	+	1	32
1759	JUNC_1759	72hpi	16066	16173	+	2	63
1760	JUNC_1760	72hpi	16068	16357	+	1	105
1761	JUNC_1761	72hpi	16069	16541	+	1	1
1762	JUNC_1762	72hpi	16073	16154	+	1	55
1763	JUNC_1763	72hpi	16074	16144	+	1	58
1764	JUNC_1764	72hpi	16075	22770	+	1	23
1765	JUNC_1765	72hpi	16076	16217	+	1	913
1766	JUNC_1766	72hpi	16077	16227	+	1	1398
1767	JUNC_1767	72hpi	16077	19764	+	1	3
1768	JUNC_1768	72hpi	16078	21331	+	1	1401
1769	JUNC_1769	72hpi	16097	16182	+	1	61
1770	JUNC_1770	72hpi	16105	16184	+	1	47
1771	JUNC_1771	72hpi	16113	16483	+	1	60
1772	JUNC_1772	72hpi	16118	20988	+	1	780
1773	JUNC_1773	72hpi	16127	16203	-	1	869
1774	JUNC_1774	72hpi	16149	16213	+	1	1
1775	JUNC_1775	72hpi	16163	16255	+	1	7
1776	JUNC_1776	72hpi	16164	16250	+	1	150
1777	JUNC_1777	72hpi	16164	21443	+	1	68
1778	JUNC_1778	72hpi	16166	16230	+	1	187
1779	JUNC_1779	72hpi	16167	16361	+	1	22
1780	JUNC_1780	72hpi	16169	16489	+	1	596
1781	JUNC_1781	24hpi	16170	16237	+	1	9
1782	JUNC_1782	72hpi	16174	16267	+	1	727
1783	JUNC_1783	24hpi,72hpi	16182	16268	+	2	151
1784	JUNC_1784	72hpi	16182	16343	+	1	660
1785	JUNC_1785	72hpi	16183	16534	+	1	38
1786	JUNC_1786	24hpi,72hpi	16189	16253	+	2	400
1787	JUNC_1787	72hpi	16192	21039	+	1	399
1788	JUNC_1788	72hpi	16196	16255	+	1	5566
1789	JUNC_1789	72hpi	16196	16267	+	1	4577
1790	JUNC_1790	72hpi	16197	16589	+	1	4
1791	JUNC_1791	72hpi	16198	16256	+	2	2165
1792	JUNC_1792	72hpi	16198	16318	+	1	196
1793	JUNC_1793	72hpi	16200	16253	+	1	316
1794	JUNC_1794	72hpi	16200	21639	+	1	285
1795	JUNC_1795	72hpi	16201	21282	+	1	10
1796	JUNC_1796	72hpi	16206	16374	+	1	26
1797	JUNC_1797	72hpi	16213	16452	+	1	457
1798	JUNC_1798	72hpi	16213	16476	+	1	1
1799	JUNC_1799	72hpi	16216	16364	+	1	122
1800	JUNC_1800	72hpi	16219	16328	+	1	38
1801	JUNC_1801	72hpi	16220	20077	+	1	11
1802	JUNC_1802	72hpi	16222	16273	+	2	584
1803	JUNC_1803	72hpi	16224	16417	+	1	127
1804	JUNC_1804	72hpi	16225	16302	+	1	304
1805	JUNC_1805	72hpi	16231	16295	+	1	104
1806	JUNC_1806	72hpi	16255	16310	+	1	128
1807	JUNC_1807	72hpi	16258	16442	+	1	129
1808	JUNC_1808	72hpi	16263	19925	+	1	60
1809	JUNC_1809	72hpi	16269	16329	+	1	692
1810	JUNC_1810	72hpi	16272	16398	+	1	219
1811	JUNC_1811	72hpi	16273	21954	+	1	20
1812	JUNC_1812	72hpi	16275	19798	-	1	38
1813	JUNC_1813	72hpi	16275	20623	+	1	69
1814	JUNC_1814	72hpi	16280	16469	-	1	6
1815	JUNC_1815	72hpi	16284	16570	+	1	1454
1816	JUNC_1816	72hpi	16286	16390	+	1	1667
1817	JUNC_1817	72hpi	16287	16431	+	1	1
1818	JUNC_1818	72hpi	16288	16369	+	1	56
1819	JUNC_1819	72hpi	16290	16395	+	2	1037
1820	JUNC_1820	72hpi	16291	16343	+	1	137
1821	JUNC_1821	72hpi	16291	16349	+	2	1299
1822	JUNC_1822	72hpi	16291	16388	+	1	687
1823	JUNC_1823	72hpi	16294	16408	+	1	43
1824	JUNC_1824	72hpi	16297	16460	+	1	3
1825	JUNC_1825	72hpi	16298	16372	-,+	2	46
1826	JUNC_1826	72hpi	16303	16394	+	1	143
1827	JUNC_1827	72hpi	16307	16380	+	1	11
1828	JUNC_1828	72hpi	16316	16587	-	1	49
1829	JUNC_1829	72hpi	16325	16432	+	1	133
1830	JUNC_1830	72hpi	16325	16452	+	1	85
1831	JUNC_1831	72hpi	16329	20202	+	1	601
1832	JUNC_1832	72hpi	16330	24598	+	1	263
1833	JUNC_1833	72hpi	16332	16484	+	2	879
1834	JUNC_1834	72hpi	16334	21779	+	1	1037
1835	JUNC_1835	72hpi	16345	22127	+	1	1
1836	JUNC_1836	72hpi	16347	16581	+	1	17
1837	JUNC_1837	72hpi	16354	16477	+	1	2
1838	JUNC_1838	72hpi	16356	16596	+	1	34
1839	JUNC_1839	72hpi	16358	21398	+	1	15
1840	JUNC_1840	72hpi	16360	16640	+	1	643
1841	JUNC_1841	72hpi	16367	16739	+	1	41
1842	JUNC_1842	72hpi	16367	18717	+	1	23
1843	JUNC_1843	72hpi	16367	20419	+	1	285
1844	JUNC_1844	72hpi	16368	16491	+	1	195
1845	JUNC_1845	72hpi	16369	16550	+	1	195
1846	JUNC_1846	72hpi	16371	16616	+	1	19
1847	JUNC_1847	72hpi	16371	16651	+	1	163
1848	JUNC_1848	72hpi	16371	16663	+	1	5
1849	JUNC_1849	72hpi	16378	24941	+	1	13
1850	JUNC_1850	72hpi	16380	16655	+	1	519
1851	JUNC_1851	72hpi	16390	16475	+	1	1
1852	JUNC_1852	72hpi	16406	16634	+	2	240
1853	JUNC_1853	72hpi	16410	16465	+	1	150
1854	JUNC_1854	72hpi	16410	16587	+	1	3
1855	JUNC_1855	72hpi	16411	16476	+	1	8
1856	JUNC_1856	72hpi	16411	16584	+	1	34
1857	JUNC_1857	72hpi	16411	16766	+	2	19
1858	JUNC_1858	72hpi	16416	16493	+	1	447
1859	JUNC_1859	72hpi	16416	16585	+	1	51
1860	JUNC_1860	72hpi	16422	20647	+	1	600
1861	JUNC_1861	72hpi	16423	20362	+	1	2
1862	JUNC_1862	72hpi	16423	20644	+	1	2
1863	JUNC_1863	72hpi	16436	16515	+,-	2	947
1864	JUNC_1864	72hpi	16436	20824	+	1	88
1865	JUNC_1865	72hpi	16441	16514	+	1	220
1866	JUNC_1866	72hpi	16442	21247	+	1	130
1867	JUNC_1867	72hpi	16444	20745	+	1	245
1868	JUNC_1868	72hpi	16450	16587	+	1	2
1869	JUNC_1869	72hpi	16451	16728	+	1	25
1870	JUNC_1870	72hpi	16451	23865	+	1	2
1871	JUNC_1871	72hpi	16454	16663	+	1	31
1872	JUNC_1872	72hpi	16460	20074	+	1	143
1873	JUNC_1873	72hpi	16462	16550	+	1	2
1874	JUNC_1874	72hpi	16462	21643	+	1	77
1875	JUNC_1875	72hpi	16465	19648	+	1	52
1876	JUNC_1876	72hpi	16470	22549	+	1	2333
1877	JUNC_1877	72hpi	16477	16596	+	1	385
1878	JUNC_1878	72hpi	16480	16572	+	1	111
1879	JUNC_1879	72hpi	16480	21975	+	1	2
1880	JUNC_1880	72hpi	16485	21787	+	1	45
1881	JUNC_1881	72hpi	16486	21351	+	1	62
1882	JUNC_1882	24hpi,72hpi	16488	16581	+	2	7245
1883	JUNC_1883	72hpi	16495	16556	+	2	426
1884	JUNC_1884	72hpi	16500	16652	+	2	196
1885	JUNC_1885	72hpi	16501	16570	+	1	896
1886	JUNC_1886	72hpi	16503	16587	-	1	10
1887	JUNC_1887	72hpi	16566	16635	+,-	2	4059
1888	JUNC_1888	72hpi	16568	20767	+	1	503
1889	JUNC_1889	72hpi	16571	18499	-	1	13
1890	JUNC_1890	72hpi	16571	24663	-	1	993
1891	JUNC_1891	72hpi	16583	22020	+	2	68
1892	JUNC_1892	72hpi	16590	16669	+	2	582
1893	JUNC_1893	72hpi	16601	20899	+	1	472
1894	JUNC_1894	72hpi	16605	16679	+	1	828
1895	JUNC_1895	72hpi	16606	16667	+	1	252
1896	JUNC_1896	72hpi	16614	16665	+	1	1
1897	JUNC_1897	72hpi	16619	16761	+	1	15
1898	JUNC_1898	72hpi	16619	20656	+	1	44
1899	JUNC_1899	72hpi	16633	16728	+	1	133
1900	JUNC_1900	72hpi	16635	16704	+	1	14
1901	JUNC_1901	72hpi	16637	16699	+	1	179
1902	JUNC_1902	72hpi	16638	16739	+	1	353
1903	JUNC_1903	72hpi	16653	16751	+	1	10
1904	JUNC_1904	72hpi	16665	16872	-	1	6
1905	JUNC_1905	72hpi	16682	21744	+	1	91
1906	JUNC_1906	24hpi	16683	22129	-	1	4
1907	JUNC_1907	72hpi	16684	24329	+	1	447
1908	JUNC_1908	72hpi	16690	22039	+	1	201
1909	JUNC_1909	72hpi	16732	20193	+	1	4
1910	JUNC_1910	72hpi	16735	16878	+	1	44
1911	JUNC_1911	72hpi	16740	22011	+	1	138
1912	JUNC_1912	72hpi	16745	21843	+	1	553
1913	JUNC_1913	72hpi	16747	16828	+	1	777
1914	JUNC_1914	72hpi	16751	23829	+	1	102
1915	JUNC_1915	24hpi	16768	19378	+	1	1
1916	JUNC_1916	72hpi	16779	22980	-	1	176
1917	JUNC_1917	72hpi	16849	20989	+	1	198
1918	JUNC_1918	72hpi	16850	21287	+	1	479
1919	JUNC_1919	72hpi	16853	22796	+	1	877
1920	JUNC_1920	72hpi	16854	22142	+	1	326
1921	JUNC_1921	72hpi	16855	21183	-	1	5
1922	JUNC_1922	72hpi	16858	20491	+	1	2819
1923	JUNC_1923	72hpi	16858	21909	+	1	191
1924	JUNC_1924	72hpi	16860	19455	+	1	2633
1925	JUNC_1925	72hpi	16860	21982	+	1	418
1926	JUNC_1926	72hpi	16862	22213	+	1	216
1927	JUNC_1927	72hpi	16870	16944	+,-	3	6816
1928	JUNC_1928	72hpi	16872	21797	-	1	1142
1929	JUNC_1929	72hpi	16898	22064	+	2	983
1930	JUNC_1930	72hpi	16994	17971	-	1	9
1931	JUNC_1931	72hpi	17001	17677	-	1	1
1932	JUNC_1932	72hpi	17002	17791	-	1	1
1933	JUNC_1933	72hpi	17021	17228	-	1	2
1934	JUNC_1934	72hpi	17050	17182	-	1	2
1935	JUNC_1935	72hpi	17071	24969	-	1	1
1936	JUNC_1936	72hpi	17075	17126	-,+	2	125
1937	JUNC_1937	72hpi	17077	17223	-	1	85
1938	JUNC_1938	72hpi	17115	17749	-	1	18
1939	JUNC_1939	72hpi	17119	17197	-	2	209
1940	JUNC_1940	72hpi	17121	17221	-	1	9
1941	JUNC_1941	72hpi	17124	17742	-	1	7592
1942	JUNC_1942	72hpi	17124	17771	-	1	246
1943	JUNC_1943	72hpi	17127	17181	-	1	147
1944	JUNC_1944	72hpi	17130	17764	-	1	19
1945	JUNC_1945	24hpi	17132	17213	-	1	5
1946	JUNC_1946	72hpi	17135	17753	-	1	215
1947	JUNC_1947	72hpi	17144	17374	-	1	32
1948	JUNC_1948	72hpi	17147	17437	-	1	21
1949	JUNC_1949	72hpi	17170	17894	-	1	7
1950	JUNC_1950	72hpi	17181	17670	-	1	1
1951	JUNC_1951	72hpi	17191	17268	-	1	6
1952	JUNC_1952	72hpi	17199	17537	-	1	4
1953	JUNC_1953	24hpi	17203	17756	-	1	11
1954	JUNC_1954	24hpi	17223	17308	+	1	59
1955	JUNC_1955	72hpi	17258	17314	-,+	3	253
1956	JUNC_1956	72hpi	17264	17590	-	1	17
1957	JUNC_1957	72hpi	17291	17424	-	1	49
1958	JUNC_1958	24hpi	17322	21061	-	1	1
1959	JUNC_1959	72hpi	17331	18031	-	2	92
1960	JUNC_1960	72hpi	17345	17437	+	1	25
1961	JUNC_1961	72hpi	17349	17990	-	1	20
1962	JUNC_1962	72hpi	17353	17626	-	1	19
1963	JUNC_1963	72hpi	17356	17990	-	2	66
1964	JUNC_1964	24hpi	17358	18030	+	1	1
1965	JUNC_1965	24hpi	17360	17989	-	1	3
1966	JUNC_1966	72hpi	17360	18012	-	1	4
1967	JUNC_1967	72hpi	17364	17984	-	1	23
1968	JUNC_1968	72hpi	17368	17984	-	1	8
1969	JUNC_1969	72hpi	17368	17985	-	1	11
1970	JUNC_1970	72hpi	17371	17744	-	1	51
1971	JUNC_1971	72hpi	17373	17444	-	2	23
1972	JUNC_1972	72hpi	17382	17953	-	1	29
1973	JUNC_1973	72hpi	17404	17481	-	1	13
1974	JUNC_1974	24hpi	17440	17495	-	1	13
1975	JUNC_1975	72hpi	17448	17823	-	1	27
1976	JUNC_1976	72hpi	17473	17570	-	2	16
1977	JUNC_1977	72hpi	17481	17946	-	1	12
1978	JUNC_1978	72hpi	17506	17598	-	1	1
1979	JUNC_1979	72hpi	17520	17671	-	1	21
1980	JUNC_1980	72hpi	17575	17714	-	1	6
1981	JUNC_1981	72hpi	17620	17889	-	1	26
1982	JUNC_1982	72hpi	17627	18017	-	1	350
1983	JUNC_1983	72hpi	17637	17915	-	1	8
1984	JUNC_1984	72hpi	17679	18718	-	1	7
1985	JUNC_1985	72hpi	17690	17896	-	1	6
1986	JUNC_1986	72hpi	17691	17880	-	1	11
1987	JUNC_1987	72hpi	17697	17911	-	1	6
1988	JUNC_1988	72hpi	17711	18045	-	2	36
1989	JUNC_1989	72hpi	17714	17786	-	1	74
1990	JUNC_1990	72hpi	17774	18014	-	1	10
1991	JUNC_1991	72hpi	17785	17860	-	1	8
1992	JUNC_1992	72hpi	17806	17859	-	1	41
1993	JUNC_1993	72hpi	17822	17940	+,-	2	30
1994	JUNC_1994	72hpi	17829	17924	-	1	15
1995	JUNC_1995	72hpi	17833	18015	-	1	9
1996	JUNC_1996	24hpi	17840	17915	+	1	5
1997	JUNC_1997	24hpi	17871	18067	-	1	1
1998	JUNC_1998	72hpi	17895	18053	-	1	4
1999	JUNC_1999	72hpi	17901	18006	-	1	87
2000	JUNC_2000	72hpi	17910	18702	-	1	10
2001	JUNC_2001	72hpi	17914	17985	+	1	12
2002	JUNC_2002	72hpi	17914	18699	-,+	2	44
2003	JUNC_2003	72hpi	17917	18719	-	1	19
2004	JUNC_2004	72hpi	17921	18705	-	1	5
2005	JUNC_2005	72hpi	17927	18687	-	1	44
2006	JUNC_2006	72hpi	17928	18703	-	1	13
2007	JUNC_2007	72hpi	17942	18176	-	1	2
2008	JUNC_2008	72hpi	17955	18035	-	1	60
2009	JUNC_2009	72hpi	17960	18032	-	1	2
2010	JUNC_2010	72hpi	17997	18053	-	1	962
2011	JUNC_2011	24hpi,72hpi	18055	18159	-	2	592
2012	JUNC_2012	24hpi	18055	18966	-	1	5
2013	JUNC_2013	72hpi	18059	18159	-	1	164
2014	JUNC_2014	72hpi	18059	18163	-	1	3
2015	JUNC_2015	24hpi,72hpi	18061	18159	-	2	192
2016	JUNC_2016	72hpi	18073	18159	-	1	242
2017	JUNC_2017	24hpi,72hpi	18076	18159	-	2	201
2018	JUNC_2018	72hpi	18079	18159	-	1	495
2019	JUNC_2019	24hpi,72hpi	18081	18159	-	2	794
2020	JUNC_2020	72hpi	18081	18163	-	1	417
2021	JUNC_2021	72hpi	18081	21710	-	1	1
2022	JUNC_2022	72hpi	18086	18159	-	1	11
2023	JUNC_2023	24hpi,72hpi	18087	18155	-	2	15
2024	JUNC_2024	12hpi,24hpi,4hpi,72hpi	18087	18159	-,+	6	180426
2025	JUNC_2025	72hpi	18087	18160	-	1	19
2026	JUNC_2026	12hpi,24hpi,72hpi	18087	18163	-,+	4	8301
2027	JUNC_2027	72hpi	18087	18441	-	1	14
2028	JUNC_2028	24hpi,72hpi	18087	18684	-,+	3	1754
2029	JUNC_2029	72hpi	18087	21710	-	1	252
2030	JUNC_2030	24hpi	18088	18161	-	1	2
2031	JUNC_2031	72hpi	18091	18689	-	1	1
2032	JUNC_2032	72hpi	18187	18326	-	1	3
2033	JUNC_2033	24hpi	18188	18684	-	1	2
2034	JUNC_2034	72hpi	18189	18309	-,+	2	158
